Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR8134480	(0.0, 0.00029886145886825317)	(1.0, 0.00046311176477518566)	(2.0, 0.0006273620706821183)	(3.0, 0.0009274584942564384)	(4.0, 0.0012275549178307587)	(5.0, 0.0017919337885034519)	(6.0, 0.002356312659176145)	(7.0, 0.003965471671181657)	(8.0, 0.005574630683187168)	(9.0, 0.009270880048446183)	(10.0, 0.0129671294137052)	(11.0, 0.021074672709036117)	(12.0, 0.02918221600436703)	(13.0, 0.04603083948924132)	(14.0, 0.0628794629741156)	(15.0, 0.09475513700241513)	(16.0, 0.12663081103071464)	(17.0, 0.1797194738151298)	(18.0, 0.23280813659954494)	(19.0, 0.31377242272930805)	(20.0, 0.39473670885907125)	(21.0, 0.506696139181708)	(22.0, 0.6186555695043447)	(23.0, 0.759035242607705)	(24.0, 0.8994149157110655)	(25.0, 1.0611607131940937)	(26.0, 1.222906510677122)	(27.0, 1.4005290144213498)	(28.0, 1.5781515181655776)	(29.0, 1.7547909900037757)	(30.0, 1.931430461841974)	(31.0, 2.097196069443251)	(32.0, 2.2629616770445278)	(33.0, 2.3982767598883066)	(34.0, 2.533591842732086)	(35.0, 2.639176385242004)	(36.0, 2.744760927751922)	(37.0, 2.8132360158092276)	(38.0, 2.8817111038665337)	(39.0, 2.8956612651862685)	(40.0, 2.909611426506003)	(41.0, 2.8756807712068078)	(42.0, 2.8417501159076126)	(43.0, 2.7788212543452544)	(44.0, 2.7158923927828957)	(45.0, 2.640960909242271)	(46.0, 2.566029425701646)	(47.0, 2.48770055425463)	(48.0, 2.409371682807614)	(49.0, 2.3485484360691005)	(50.0, 2.2877251893305868)	(51.0, 2.25170991360755)	(52.0, 2.2156946378845133)	(53.0, 2.156941191993368)	(54.0, 2.098187746102223)	(55.0, 2.0428502125880597)	(56.0, 1.987512679073896)	(57.0, 1.9085848497444375)	(58.0, 1.8296570204149791)	(59.0, 1.7167824812451469)	(60.0, 1.6039079420753142)	(61.0, 1.4792271403154797)	(62.0, 1.354546338555645)	(63.0, 1.233039396090403)	(64.0, 1.111532453625161)	(65.0, 1.0135207146928469)	(66.0, 0.9155089757605326)	(67.0, 0.8319080399833161)	(68.0, 0.7483071042060996)	(69.0, 0.686530464714502)	(70.0, 0.6247538252229043)	(71.0, 0.5741857254035723)	(72.0, 0.5236176255842402)	(73.0, 0.4807112468013488)	(74.0, 0.4378048680184574)	(75.0, 0.40021007243636086)	(76.0, 0.3626152768542643)	(77.0, 0.32843886357856167)	(78.0, 0.2942624503028591)	(79.0, 0.2602700467683604)	(80.0, 0.2262776432338618)	(81.0, 0.19406358887609987)	(82.0, 0.16184953451833795)	(83.0, 0.13428635724362498)	(84.0, 0.106723179968912)	(85.0, 0.08536817027159863)	(86.0, 0.06401316057428526)	(87.0, 0.048989814924978246)	(88.0, 0.03396646927567122)	(89.0, 0.02475239760370412)	(90.0, 0.01553832593173703)	(91.0, 0.011193720095792755)	(92.0, 0.0068491142598484794)	(93.0, 0.004649642118342864)	(94.0, 0.002450169976837249)	(95.0, 0.0016795520002513401)	(96.0, 0.0009089340236654311)	(97.0, 0.0006063676706789765)	(98.0, 0.0003038013176925218)	(99.0, 0.00017289505884940265)	(100.0, 4.19888000062835e-05)
SRR8134481	(0.0, 0.02765550390476133)	(1.0, 0.01983769361366272)	(2.0, 0.012019883322564111)	(3.0, 0.01364546166434303)	(4.0, 0.015271040006121946)	(5.0, 0.016403307001407262)	(6.0, 0.017535573996692578)	(7.0, 0.019371631846308766)	(8.0, 0.02120768969592495)	(9.0, 0.024362063391504044)	(10.0, 0.027516437087083134)	(11.0, 0.035217731936343255)	(12.0, 0.04291902678560338)	(13.0, 0.05848793288094145)	(14.0, 0.07405683897627954)	(15.0, 0.10262661324320901)	(16.0, 0.13119638751013848)	(17.0, 0.17972976723916906)	(18.0, 0.22826314696819963)	(19.0, 0.30258778353257565)	(20.0, 0.37691242009695175)	(21.0, 0.4806656624914861)	(22.0, 0.5844189048860206)	(23.0, 0.717238991456618)	(24.0, 0.8500590780272155)	(25.0, 1.0053130853550218)	(26.0, 1.3316822343512291)	(27.0, 1.50279737601963)	(28.0, 1.676054898392803)	(29.0, 1.8493124207659761)	(30.0, 2.0172901022706773)	(31.0, 2.185267783775379)	(32.0, 2.326567187661706)	(33.0, 2.4678665915480336)	(34.0, 2.5776175602752702)	(35.0, 2.6873685290025073)	(36.0, 2.761870757651621)	(37.0, 2.8363729863007343)	(38.0, 2.865488691791117)	(39.0, 2.8946043972814994)	(40.0, 2.8772943370432036)	(41.0, 2.859984276804908)	(42.0, 2.8075382333676884)	(43.0, 2.7550921899304686)	(44.0, 2.68325760111506)	(45.0, 2.611423012299652)	(46.0, 2.5365120399634433)	(47.0, 2.4616010676272353)	(48.0, 2.395735076284069)	(49.0, 2.329869084940903)	(50.0, 2.4039024329006833)	(51.0, 2.4779357808604634)	(52.0, 2.304064673136318)	(53.0, 2.130193565412173)	(54.0, 2.080622822394516)	(55.0, 2.0310520793768587)	(56.0, 1.9642652401869052)	(57.0, 1.8974784009969512)	(58.0, 1.8051530683091885)	(59.0, 1.712827735621426)	(60.0, 1.5895506395936647)	(61.0, 1.4662735435659036)	(62.0, 1.3410006507763284)	(63.0, 1.215727757986753)	(64.0, 1.099922684487215)	(65.0, 0.9841176109876768)	(66.0, 0.8912322524665615)	(67.0, 0.7983468939454461)	(68.0, 0.723946146487611)	(69.0, 0.6495453990297759)	(70.0, 0.5922235602078794)	(71.0, 0.5349017213859828)	(72.0, 0.4891731690270158)	(73.0, 0.44344461666804885)	(74.0, 0.406192562702832)	(75.0, 0.33616396323592024)	(76.0, 0.3033874177342253)	(77.0, 0.27281245029888185)	(78.0, 0.24223748286353836)	(79.0, 0.21448237704881834)	(80.0, 0.1867272712340983)	(81.0, 0.15983945374854702)	(82.0, 0.13295163626299572)	(83.0, 0.11011085110001195)	(84.0, 0.08727006593702819)	(85.0, 0.06964522607763676)	(86.0, 0.05202038621824534)	(87.0, 0.039436718499688536)	(88.0, 0.026853050781131736)	(89.0, 0.019342502985849143)	(90.0, 0.011831955190566549)	(91.0, 0.008109098895694831)	(92.0, 0.004386242600823114)	(93.0, 0.0029570491569816497)	(94.0, 0.001527855713140185)	(95.0, 0.000978165927047314)	(96.0, 0.00042847614095444295)	(97.0, 0.00024524621225681934)	(98.0, 6.20162835591957e-05)	(99.0, 5.7318080259256634e-05)	(100.0, 5.261987695931756e-05)
SRR8134482	(0.0, 0.00035573403742322074)	(1.0, 0.00046173559402912993)	(2.0, 0.0005677371506350392)	(3.0, 0.0009558106460058255)	(4.0, 0.0013438841413766116)	(5.0, 0.0018936549264852256)	(6.0, 0.0024434257115938393)	(7.0, 0.003898701319234288)	(8.0, 0.0053539769268747366)	(9.0, 0.008762196467237615)	(10.0, 0.012170416007600491)	(11.0, 0.020379248416624206)	(12.0, 0.028588080825647923)	(13.0, 0.04497160954919514)	(14.0, 0.06135513827274237)	(15.0, 0.09075170554707943)	(16.0, 0.12014827282141648)	(17.0, 0.17048643575335484)	(18.0, 0.22082459868529325)	(19.0, 0.2985165531312141)	(20.0, 0.376208507577135)	(21.0, 0.48232864219551863)	(22.0, 0.5884487768139022)	(23.0, 0.7229701420564589)	(24.0, 0.8574915072990156)	(25.0, 1.015787764042691)	(26.0, 1.1740840207863663)	(27.0, 1.34783314851932)	(28.0, 1.5215822762522737)	(29.0, 1.6949235674877776)	(30.0, 1.8682648587232813)	(31.0, 2.035934168362093)	(32.0, 2.203603478000904)	(33.0, 2.3440016414071545)	(34.0, 2.4843998048134046)	(35.0, 2.5983263252530207)	(36.0, 2.712252845692636)	(37.0, 2.780785546993185)	(38.0, 2.8493182482937343)	(39.0, 2.8725379791000862)	(40.0, 2.895757709906438)	(41.0, 2.8722541105247688)	(42.0, 2.8487505111430993)	(43.0, 2.7987555057927156)	(44.0, 2.748760500442332)	(45.0, 2.6734580726114254)	(46.0, 2.598155644780519)	(47.0, 2.525560748234445)	(48.0, 2.4529658516883712)	(49.0, 2.3916717990584186)	(50.0, 2.330377746428466)	(51.0, 2.303509046783697)	(52.0, 2.2766403471389283)	(53.0, 2.212705238776591)	(54.0, 2.1487701304142544)	(55.0, 2.0924383879427)	(56.0, 2.0361066454711465)	(57.0, 1.9492967605205647)	(58.0, 1.8624868755699828)	(59.0, 1.7490364638168179)	(60.0, 1.6355860520636527)	(61.0, 1.5083500480420615)	(62.0, 1.38111404402047)	(63.0, 1.2582348836390371)	(64.0, 1.135355723257604)	(65.0, 1.0320796643020536)	(66.0, 0.9288036053465029)	(67.0, 0.8445233846620419)	(68.0, 0.7602431639775808)	(69.0, 0.6956648597293977)	(70.0, 0.6310865554812147)	(71.0, 0.5791673523829509)	(72.0, 0.5272481492846871)	(73.0, 0.48394381845634427)	(74.0, 0.44063948762800137)	(75.0, 0.4035281629966173)	(76.0, 0.36641683836523326)	(77.0, 0.3301409497308279)	(78.0, 0.2938650610964226)	(79.0, 0.2600056486253215)	(80.0, 0.22614623615422041)	(81.0, 0.19234431605280386)	(82.0, 0.1585423959513873)	(83.0, 0.13237618119870154)	(84.0, 0.10620996644601574)	(85.0, 0.08441317178935658)	(86.0, 0.06261637713269742)	(87.0, 0.04780131211960713)	(88.0, 0.03298624710651683)	(89.0, 0.02419710109098958)	(90.0, 0.015407955075462328)	(91.0, 0.011029551796672485)	(92.0, 0.006651148517882642)	(93.0, 0.004529320749211816)	(94.0, 0.002407492980540989)	(95.0, 0.0016564989015364119)	(96.0, 0.0009055048225318346)	(97.0, 0.0005641438775297541)	(98.0, 0.00022278293252767358)	(99.0, 0.0001491208338693299)	(100.0, 7.545873521098622e-05)
SRR8134483	(0.0, 0.02926119854471373)	(1.0, 0.020437408496220028)	(2.0, 0.011613618447726317)	(3.0, 0.013334388209967048)	(4.0, 0.015055157972207776)	(5.0, 0.016110695631497397)	(6.0, 0.017166233290787022)	(7.0, 0.018597654130199426)	(8.0, 0.02002907496961183)	(9.0, 0.02301450684627044)	(10.0, 0.025999938722929054)	(11.0, 0.0326910198885199)	(12.0, 0.039382101054110746)	(13.0, 0.05310048503082193)	(14.0, 0.0668188690075331)	(15.0, 0.0932586902050423)	(16.0, 0.11969851140255147)	(17.0, 0.16328563652206451)	(18.0, 0.20687276164157758)	(19.0, 0.27654545834280064)	(20.0, 0.3462181550440237)	(21.0, 0.4422567582646503)	(22.0, 0.5382953614852769)	(23.0, 0.6650743582112442)	(24.0, 0.7918533549372115)	(25.0, 0.9406643341297519)	(26.0, 1.2566919487616601)	(27.0, 1.4239085842010277)	(28.0, 1.5961541219471223)	(29.0, 1.7683996596932163)	(30.0, 1.9349799077820646)	(31.0, 2.1015601558709127)	(32.0, 2.250117842081164)	(33.0, 2.3986755282914154)	(34.0, 2.516362118211871)	(35.0, 2.6340487081323265)	(36.0, 2.721980133122679)	(37.0, 2.8099115581130314)	(38.0, 2.8475801005930097)	(39.0, 2.885248643072987)	(40.0, 2.877206365535684)	(41.0, 2.869164087998381)	(42.0, 2.820193810956342)	(43.0, 2.771223533914303)	(44.0, 2.7068104975392586)	(45.0, 2.642397461164214)	(46.0, 2.5727130462823156)	(47.0, 2.5030286314004173)	(48.0, 2.4849907457470914)	(49.0, 2.466952860093765)	(50.0, 2.3683200319513324)	(51.0, 2.269687203808899)	(52.0, 2.231903282319195)	(53.0, 2.1941193608294918)	(54.0, 2.1510649622314473)	(55.0, 2.1080105636334032)	(56.0, 2.043418148954175)	(57.0, 1.9788257342749476)	(58.0, 1.8866658488578418)	(59.0, 1.7945059634407365)	(60.0, 1.6654698648370054)	(61.0, 1.5364337662332745)	(62.0, 1.4029059988368535)	(63.0, 1.2693782314404323)	(64.0, 1.149848281559902)	(65.0, 1.0303183316793723)	(66.0, 0.9303162791949571)	(67.0, 0.8303142267105419)	(68.0, 0.7512110987612504)	(69.0, 0.6721079708119589)	(70.0, 0.6117782697029963)	(71.0, 0.5514485685940337)	(72.0, 0.5046461549769236)	(73.0, 0.45784374135981354)	(74.0, 0.4190214087825763)	(75.0, 0.3458305536832257)	(76.0, 0.31146203116111226)	(77.0, 0.2804178663567274)	(78.0, 0.24937370155234256)	(79.0, 0.22079215748679565)	(80.0, 0.19221061342124876)	(81.0, 0.16430962523338222)	(82.0, 0.13640863704551565)	(83.0, 0.11363480360234542)	(84.0, 0.09086097015917517)	(85.0, 0.07160168952007857)	(86.0, 0.05234240888098198)	(87.0, 0.03936948147492197)	(88.0, 0.02639655406886196)	(89.0, 0.019017705837482916)	(90.0, 0.011638857606103867)	(91.0, 0.007941320903792988)	(92.0, 0.00424378420148211)	(93.0, 0.002786222805178675)	(94.0, 0.0013286614088752402)	(95.0, 0.0008166670532163959)	(96.0, 0.0003046726975575517)	(97.0, 0.00018478669526419554)	(98.0, 6.490069297083941e-05)	(99.0, 7.571747513264598e-05)	(100.0, 8.653425729445254e-05)
SRR8134484	(0.0, 0.0002800487378153378)	(1.0, 0.00041173832285945497)	(2.0, 0.0005434279079035722)	(3.0, 0.0008151418618553583)	(4.0, 0.0010868558158071443)	(5.0, 0.001651954161755951)	(6.0, 0.0022170525077047577)	(7.0, 0.003710645776053226)	(8.0, 0.005204239044401694)	(9.0, 0.008459805621504996)	(10.0, 0.011715372198608298)	(11.0, 0.0191766707132598)	(12.0, 0.026637969227911295)	(13.0, 0.04264242120270331)	(14.0, 0.058646873177495326)	(15.0, 0.08847539766837421)	(16.0, 0.11830392215925312)	(17.0, 0.1687893749775586)	(18.0, 0.2192748277958641)	(19.0, 0.29559477667763445)	(20.0, 0.37191472555940486)	(21.0, 0.47831157549118797)	(22.0, 0.5847084254229711)	(23.0, 0.7214438886180825)	(24.0, 0.8581793518131939)	(25.0, 1.0152400189379625)	(26.0, 1.1723006860627312)	(27.0, 1.3458808948050591)	(28.0, 1.5194611035473875)	(29.0, 1.6963485545267727)	(30.0, 1.8732360055061583)	(31.0, 2.0399150132094657)	(32.0, 2.206594020912773)	(33.0, 2.3468901037743937)	(34.0, 2.487186186636014)	(35.0, 2.6006726037221344)	(36.0, 2.7141590208082547)	(37.0, 2.784994681907808)	(38.0, 2.8558303430073613)	(39.0, 2.873888485726132)	(40.0, 2.891946628444904)	(41.0, 2.867279002122336)	(42.0, 2.8426113757997684)	(43.0, 2.7868900117583797)	(44.0, 2.731168647716991)	(45.0, 2.658886068138725)	(46.0, 2.5866034885604594)	(47.0, 2.5164329432132173)	(48.0, 2.446262397865975)	(49.0, 2.4096743636617557)	(50.0, 2.3730863294575366)	(51.0, 2.2990134383053795)	(52.0, 2.224940547153223)	(53.0, 2.179736013390864)	(54.0, 2.1345314796285044)	(55.0, 2.07842504857262)	(56.0, 2.022318617516735)	(57.0, 1.9416812505936452)	(58.0, 1.861043883670555)	(59.0, 1.7464156011951277)	(60.0, 1.6317873187197012)	(61.0, 1.5076357122017803)	(62.0, 1.3834841056838592)	(63.0, 1.2616028942903696)	(64.0, 1.1397216828968801)	(65.0, 1.0379222997442321)	(66.0, 0.9361229165915842)	(67.0, 0.8518515839039854)	(68.0, 0.7675802512163866)	(69.0, 0.7045026069370273)	(70.0, 0.6414249626576679)	(71.0, 0.5888508130031563)	(72.0, 0.5362766633486448)	(73.0, 0.4925423854598162)	(74.0, 0.44880810757098766)	(75.0, 0.4112682410495507)	(76.0, 0.37372837452811375)	(77.0, 0.33708533075039493)	(78.0, 0.30044228697267616)	(79.0, 0.26559788955271185)	(80.0, 0.2307534921327475)	(81.0, 0.1988229351514809)	(82.0, 0.1668923781702142)	(83.0, 0.1384290912761851)	(84.0, 0.10996580438215597)	(85.0, 0.0885537446366916)	(86.0, 0.06714168489122724)	(87.0, 0.051288925982751865)	(88.0, 0.03543616707427649)	(89.0, 0.02615121785027988)	(90.0, 0.01686626862628326)	(91.0, 0.012170451397558221)	(92.0, 0.007474634168833183)	(93.0, 0.005209239914719825)	(94.0, 0.0029438456606064676)	(95.0, 0.0019403376834348405)	(96.0, 0.0009368297062632133)	(97.0, 0.0005951035678575928)	(98.0, 0.0002533774294519723)	(99.0, 0.00015002610954393096)	(100.0, 4.6674789635889635e-05)
SRR8134485	(0.0, 0.025138582843314786)	(1.0, 0.019333973332516585)	(2.0, 0.013529363821718383)	(3.0, 0.015562155153442614)	(4.0, 0.017594946485166844)	(5.0, 0.01889001347267243)	(6.0, 0.020185080460178015)	(7.0, 0.02200804001734904)	(8.0, 0.023830999574520062)	(9.0, 0.027314943283943842)	(10.0, 0.030798886993367622)	(11.0, 0.038477993690174475)	(12.0, 0.04615710038698133)	(13.0, 0.06204467885394155)	(14.0, 0.07793225732090177)	(15.0, 0.1071378953313461)	(16.0, 0.1363435333417904)	(17.0, 0.18508929520010184)	(18.0, 0.2338350570584133)	(19.0, 0.3077716756407176)	(20.0, 0.38170829422302205)	(21.0, 0.4859291597621582)	(22.0, 0.5901500253012946)	(23.0, 0.7215349024970644)	(24.0, 0.8529197796928343)	(25.0, 1.0076651915370207)	(26.0, 1.3316903628094459)	(27.0, 1.5009701222376843)	(28.0, 1.6742668717078957)	(29.0, 1.8475636211781075)	(30.0, 2.0101206650503975)	(31.0, 2.1726777089226874)	(32.0, 2.3137811104135535)	(33.0, 2.454884511904419)	(34.0, 2.566899339427486)	(35.0, 2.678914166950553)	(36.0, 2.7563251579683543)	(37.0, 2.8337361489861554)	(38.0, 2.8617196089413075)	(39.0, 2.8897030688964596)	(40.0, 2.867204685153312)	(41.0, 2.8447063014101652)	(42.0, 2.79550332715888)	(43.0, 2.7463003529075944)	(44.0, 2.6739282694864324)	(45.0, 2.6015561860652703)	(46.0, 2.528635595022908)	(47.0, 2.4557150039805458)	(48.0, 2.387770002876536)	(49.0, 2.3198250017725264)	(50.0, 2.3224386958064347)	(51.0, 2.325052389840343)	(52.0, 2.2340192672689154)	(53.0, 2.1429861446974887)	(54.0, 2.098527577306627)	(55.0, 2.054069009915766)	(56.0, 1.9914596259001323)	(57.0, 1.9288502418844986)	(58.0, 1.8375410248728696)	(59.0, 1.7462318078612407)	(60.0, 1.620650067672588)	(61.0, 1.4950683274839351)	(62.0, 1.3703907045554626)	(63.0, 1.24571308162699)	(64.0, 1.1283309781864042)	(65.0, 1.0109488747458182)	(66.0, 0.9139314972145016)	(67.0, 0.816914119683185)	(68.0, 0.7392336604917471)	(69.0, 0.6615532013003091)	(70.0, 0.6024719361045313)	(71.0, 0.5433906709087534)	(72.0, 0.49587297712045864)	(73.0, 0.4483552833321639)	(74.0, 0.40976022559934394)	(75.0, 0.33792781477729594)	(76.0, 0.3046904616880679)	(77.0, 0.27294033731672573)	(78.0, 0.24119021294538356)	(79.0, 0.21122918054654774)	(80.0, 0.18126814814771186)	(81.0, 0.15502960505463392)	(82.0, 0.128791061961556)	(83.0, 0.10596946366041297)	(84.0, 0.0831478653592699)	(85.0, 0.06524884686396105)	(86.0, 0.04734982836865219)	(87.0, 0.035052950127993705)	(88.0, 0.022756071887335208)	(89.0, 0.016262330653793844)	(90.0, 0.009768589420252476)	(91.0, 0.006624057809316517)	(92.0, 0.0034795261983805556)	(93.0, 0.002206546766091097)	(94.0, 0.0009335673338016386)	(95.0, 0.0005809027021841425)	(96.0, 0.00022823807056664665)	(97.0, 0.00013399783497783772)	(98.0, 3.975759938902877e-05)	(99.0, 4.932887331601718e-05)	(100.0, 5.890014724300559e-05)
SRR8134496	(0.0, 1.7637466874717323e-05)	(1.0, 2.6456200312075983e-05)	(2.0, 3.527493374943465e-05)	(3.0, 4.884221596075566e-05)	(4.0, 6.240949817207668e-05)	(5.0, 0.00010039788836377552)	(6.0, 0.00013838627855547437)	(7.0, 0.00021843324360226835)	(8.0, 0.00029848020864906233)	(9.0, 0.0005365860114577461)	(10.0, 0.00077469181426643)	(11.0, 0.0014767986687022926)	(12.0, 0.0021789055231381553)	(13.0, 0.003338908152206102)	(14.0, 0.004498910781274049)	(15.0, 0.0069844368823880594)	(16.0, 0.00946996298350207)	(17.0, 0.014006862154967818)	(18.0, 0.018543761326433567)	(19.0, 0.026328667859289563)	(20.0, 0.03411357439214557)	(21.0, 0.046348549490314854)	(22.0, 0.05858352458848415)	(23.0, 0.07708183551950978)	(24.0, 0.09558014645053542)	(25.0, 0.1305226817857927)	(26.0, 0.21506652252152902)	(27.0, 0.2646678279220081)	(28.0, 0.33417979833171135)	(29.0, 0.40369176874141455)	(30.0, 0.5021027286253421)	(31.0, 0.6005136885092698)	(32.0, 0.733414714866707)	(33.0, 0.8663157412241442)	(34.0, 1.0265019288367694)	(35.0, 1.1866881164493943)	(36.0, 1.3534306931906401)	(37.0, 1.520173269931886)	(38.0, 1.6867856007639033)	(39.0, 1.8533979315959201)	(40.0, 2.033778340415986)	(41.0, 2.2141587492360517)	(42.0, 2.390938401357233)	(43.0, 2.5677180534784143)	(44.0, 2.6819810258980494)	(45.0, 2.796243998317684)	(46.0, 2.9062861892413774)	(47.0, 3.01632838016507)	(48.0, 3.118992683022247)	(49.0, 3.2216569858794237)	(50.0, 3.292552140710571)	(51.0, 3.363447295541718)	(52.0, 3.3991780899734536)	(53.0, 3.4349088844051883)	(54.0, 3.4670585946972454)	(55.0, 3.499208304989302)	(56.0, 3.4418139526866405)	(57.0, 3.3844196003839784)	(58.0, 3.3005378430201544)	(59.0, 3.216656085656331)	(60.0, 3.052500111268673)	(61.0, 2.888344136881016)	(62.0, 2.657660315806035)	(63.0, 2.4269764947310546)	(64.0, 2.182433016513099)	(65.0, 1.937889538295143)	(66.0, 1.7256192326373672)	(67.0, 1.5133489269795914)	(68.0, 1.3262873100345607)	(69.0, 1.13922569308953)	(70.0, 0.9787376334477029)	(71.0, 0.8182495738058762)	(72.0, 0.7017317190827196)	(73.0, 0.585213864359563)	(74.0, 0.4966195115196368)	(75.0, 0.33979054789020313)	(76.0, 0.2715559371006958)	(77.0, 0.22653630290297982)	(78.0, 0.18151666870526387)	(79.0, 0.15033973254775873)	(80.0, 0.11916279639025361)	(81.0, 0.10028188810086872)	(82.0, 0.08140097981148384)	(83.0, 0.06908934956882058)	(84.0, 0.05677771932615732)	(85.0, 0.04425918802977142)	(86.0, 0.03174065673338552)	(87.0, 0.023944896374760462)	(88.0, 0.016149136016135407)	(89.0, 0.011456891463350032)	(90.0, 0.006764646910564659)	(91.0, 0.004772969881942733)	(92.0, 0.0027812928533208084)	(93.0, 0.0019319809868921128)	(94.0, 0.001082669120463417)	(95.0, 0.0007577327115022788)	(96.0, 0.00043279630254114046)	(97.0, 0.0002828778341060432)	(98.0, 0.00013295936567094596)	(99.0, 8.14036932679261e-05)	(100.0, 2.9848020864906238e-05)
SRR8134497	(0.0, 0.19605421367849202)	(1.0, 0.10314216777365656)	(2.0, 0.010230121868821102)	(3.0, 0.007951482425998049)	(4.0, 0.0056728429831749945)	(5.0, 0.005435286744348571)	(6.0, 0.005197730505522147)	(7.0, 0.005727005805627418)	(8.0, 0.006256281105732691)	(9.0, 0.007307229906300787)	(10.0, 0.008358178706868885)	(11.0, 0.009901344034285333)	(12.0, 0.01144450936170178)	(13.0, 0.014877672125221253)	(14.0, 0.01831083488874073)	(15.0, 0.024143315664407076)	(16.0, 0.029975796440073428)	(17.0, 0.04165596159069102)	(18.0, 0.053336126741308616)	(19.0, 0.07124311602404441)	(20.0, 0.08915010530678023)	(21.0, 0.11488124687150311)	(22.0, 0.140612388436226)	(23.0, 0.17456677676416435)	(24.0, 0.20852116509210275)	(25.0, 0.2587519566794724)	(26.0, 0.3731713942226969)	(27.0, 0.4373600401785518)	(28.0, 0.5064965074766835)	(29.0, 0.5756329747748151)	(30.0, 0.6596518653229447)	(31.0, 0.7436707558710741)	(32.0, 0.8437322943396297)	(33.0, 0.9437938328081852)	(34.0, 1.0542213753141705)	(35.0, 1.1646489178201558)	(36.0, 1.2836075799748758)	(37.0, 1.4025662421295957)	(38.0, 1.5057654234005704)	(39.0, 1.6089646046715453)	(40.0, 1.7433881779738654)	(41.0, 1.8778117512761854)	(42.0, 2.0200813320344646)	(43.0, 2.1623509127927436)	(44.0, 2.2593042654324944)	(45.0, 2.3562576180722448)	(46.0, 2.458488520113763)	(47.0, 2.5607194221552816)	(48.0, 2.6544914216446687)	(49.0, 2.7482634211340558)	(50.0, 2.8263966183090217)	(51.0, 2.9045298154839876)	(52.0, 2.9781199871476374)	(53.0, 3.0517101588112867)	(54.0, 3.1337972420252798)	(55.0, 3.2158843252392733)	(56.0, 3.236816830779702)	(57.0, 3.257749336320131)	(58.0, 3.238607054595498)	(59.0, 3.219464772870865)	(60.0, 3.0990969271074262)	(61.0, 2.9787290813439884)	(62.0, 2.8157341440855364)	(63.0, 2.652739206827085)	(64.0, 2.450004911712794)	(65.0, 2.247270616598503)	(66.0, 2.0475570866171284)	(67.0, 1.8478435566357545)	(68.0, 1.6558933645392275)	(69.0, 1.463943172442701)	(70.0, 1.2867936842500156)	(71.0, 1.1096441960573304)	(72.0, 0.9678582798013018)	(73.0, 0.8260723635452734)	(74.0, 0.71243401091531)	(75.0, 0.511076591761257)	(76.0, 0.42335752523716713)	(77.0, 0.3669502714403105)	(78.0, 0.3105430176434539)	(79.0, 0.27133388531267505)	(80.0, 0.2321247529818962)	(81.0, 0.20018674200911651)	(82.0, 0.1682487310363368)	(83.0, 0.15067242003804737)	(84.0, 0.13309610903975796)	(85.0, 0.10914758949118857)	(86.0, 0.08519906994261915)	(87.0, 0.06761610736964258)	(88.0, 0.05003314479666602)	(89.0, 0.03852211968809284)	(90.0, 0.02701109457951966)	(91.0, 0.020083004430385843)	(92.0, 0.013154914281252029)	(93.0, 0.009719851067821946)	(94.0, 0.006284787854391861)	(95.0, 0.0052566444527511)	(96.0, 0.004228501051110339)	(97.0, 0.0025523042299510942)	(98.0, 0.00087610740879185)	(99.0, 0.0005881892473342246)	(100.0, 0.00030027108587659936)
